segment,loan_id,borrower,exposure_inr_lakh,bureau_score,score_migration_3m,dpd_current,dpd_trend_6m,emi_bounce_6m,util_ratio,util_spike_3m,cashflow_coverage,salary_regularity,balance_volatility,new_enquiries_3m,leverage_buildup,ltv_drift,gst_filing_gap_m,interest_coverage,news_adverse_severity,legal_event_flag,call_sentiment_drift,hardship_mentions_6m,audit_qualified_flag,web_footprint_decline,default_12m,true_pd,vintage
Retail Unsecured,LN104733,Borrower-04733,3.6,729.0,-5.0,35,-0.96,1,0.573,-0.087,0.94,0.986,0.027,2,0.184,0.0,0,,0.0,0,-0.169,1,0,0.0,1,0.2249,train
Mid Corporate,LN104734,Borrower-04734,19.3,702.0,35.0,15,0.48,0,0.246,-0.249,1.8,0.771,0.558,1,0.371,0.0,0,2.2,0.0,0,0.047,0,0,0.411,0,0.0,train
SME,LN104735,Borrower-04735,16.2,738.0,-25.0,0,-0.49,0,0.47,0.005,1.91,0.937,0.221,1,-0.159,0.0,2,0.2,0.0,0,0.183,0,0,0.0,0,0.0,train
SME,LN104736,Borrower-04736,7.8,749.0,11.0,35,1.08,0,0.7,0.004,1.25,0.897,0.204,1,-0.06,0.0,0,4.42,0.0,0,0.171,0,0,0.0,0,0.0048,train
Retail Unsecured,LN104737,Borrower-04737,13.1,708.0,20.0,15,0.86,0,0.605,0.017,0.98,0.922,0.393,1,0.204,0.0,0,,0.0,0,-0.242,0,0,0.0,0,0.0068,train
Retail Unsecured,LN104738,Borrower-04738,28.5,766.0,-12.0,35,1.26,0,0.42,-0.071,2.84,0.927,0.198,0,0.017,0.0,0,,0.0,0,0.312,0,0,0.0,0,0.0,train
SME,LN104739,Borrower-04739,7.1,645.0,-12.0,0,-0.95,1,0.258,0.009,2.12,0.789,0.365,0,0.507,0.0,0,4.01,0.0,0,0.018,0,0,0.0,0,0.0001,train
Retail Unsecured,LN104740,Borrower-04740,11.2,729.0,-7.0,0,-1.35,0,0.033,0.159,2.05,0.817,0.751,0,-0.06,0.0,0,,0.0,0,0.025,0,0,0.0,0,0.0,train
Retail Unsecured,LN104741,Borrower-04741,134.7,759.0,-12.0,35,-1.86,0,0.132,-0.06,2.27,0.972,0.16,0,-0.297,0.0,0,,0.0,0,-0.43,0,0,0.0,0,0.0,train
SME,LN104742,Borrower-04742,4.2,749.0,1.0,5,2.68,0,0.575,-0.062,2.39,0.862,0.582,0,-0.159,0.0,0,5.41,0.0,0,0.144,0,0,0.0,0,0.0001,train
Retail Unsecured,LN104743,Borrower-04743,20.1,592.0,16.0,5,0.91,0,0.345,0.013,1.27,0.972,0.082,1,-0.138,0.0,0,,0.0,0,-0.115,0,0,0.0,0,0.0,train
Retail Unsecured,LN104744,Borrower-04744,6.8,708.0,-7.0,5,1.24,0,0.572,0.124,2.01,0.866,0.094,1,-0.086,0.0,0,,0.0,0,0.215,0,0,0.0,0,0.0002,train
Retail Unsecured,LN104745,Borrower-04745,10.7,648.0,17.0,5,-1.43,0,0.571,-0.098,1.17,0.856,0.465,1,-0.408,0.0,0,,0.0,0,-0.423,0,0,0.0,0,0.0,train
Retail Secured,LN104746,Borrower-04746,19.7,786.0,25.0,0,0.64,0,0.244,0.027,1.27,0.979,0.242,2,-0.314,0.017,0,,0.0,0,0.202,0,0,0.0,0,0.0,train
SME,LN104747,Borrower-04747,8.3,694.0,8.0,0,-1.72,0,0.292,-0.136,1.62,0.693,0.089,1,-0.141,0.0,0,4.58,0.0,0,0.438,0,0,0.25,0,0.0,train
Mid Corporate,LN104748,Borrower-04748,46.1,780.0,9.0,0,0.46,0,0.571,0.143,0.93,0.899,0.205,1,0.134,0.0,2,2.5,0.0,0,0.124,1,0,0.224,0,0.0531,train
Retail Unsecured,LN104749,Borrower-04749,108.4,648.0,-11.0,0,0.02,1,0.735,-0.136,2.63,0.841,0.237,3,0.072,0.0,0,,0.0,1,-0.084,0,0,0.0,1,0.5927,train
Retail Unsecured,LN104750,Borrower-04750,61.9,736.0,-47.0,35,-0.3,1,0.047,-0.112,1.47,0.965,0.282,1,-0.041,0.0,0,,0.0,0,0.245,0,0,0.0,0,0.004,train
Retail Secured,LN104751,Borrower-04751,75.7,715.0,11.0,0,-0.54,0,0.033,-0.085,1.45,0.798,0.625,2,-0.146,0.03,0,,0.0,0,0.064,0,0,0.0,0,0.0,train
Retail Secured,LN104752,Borrower-04752,5.4,867.0,14.0,0,1.18,0,0.672,-0.018,1.97,0.989,0.244,0,-0.017,0.053,0,,0.0,0,0.438,0,0,0.0,0,0.0,train
Retail Secured,LN104753,Borrower-04753,18.8,780.0,4.0,0,-0.52,0,0.598,-0.18,1.42,0.882,0.241,1,0.075,-0.063,0,,0.0,0,-0.031,0,0,0.0,0,0.0,train
Mid Corporate,LN104754,Borrower-04754,41.0,776.0,16.0,0,1.35,0,0.229,0.149,1.39,0.764,0.466,1,-0.288,0.0,1,1.7,0.0,0,-0.61,0,0,0.0,0,0.0017,train
Retail Secured,LN104755,Borrower-04755,64.0,827.0,-10.0,0,-0.05,0,0.515,-0.014,1.31,0.884,0.444,1,-0.252,0.004,0,,0.0,0,0.476,0,0,0.0,0,0.0,train
Retail Secured,LN104756,Borrower-04756,168.8,731.0,9.0,15,0.37,0,0.706,-0.052,1.94,0.605,0.041,1,-0.24,0.037,0,,0.0,0,-0.097,0,0,0.0,0,0.0,train
Microfinance,LN104757,Borrower-04757,79.5,710.0,26.0,0,0.55,0,0.349,0.013,1.1,0.877,0.466,3,-0.242,0.0,0,,0.0,0,0.253,0,0,0.312,0,0.0001,train
Retail Unsecured,LN104758,Borrower-04758,65.8,703.0,12.0,0,0.46,0,0.544,0.075,1.2,0.88,0.146,0,0.378,0.0,0,,0.0,0,0.169,0,0,0.0,0,0.0001,train
Mid Corporate,LN104759,Borrower-04759,444.5,733.0,24.0,35,0.23,0,0.615,-0.09,1.4,0.772,0.156,1,-0.135,0.0,0,5.27,0.0,0,-0.163,3,0,0.0,0,0.1609,train
Retail Secured,LN104760,Borrower-04760,27.3,563.0,24.0,0,2.15,0,0.268,0.148,1.55,0.905,0.553,2,-0.019,-0.065,0,,0.0,0,-0.237,0,0,0.0,0,0.0014,train
Retail Secured,LN104761,Borrower-04761,17.9,715.0,-22.0,15,1.13,0,0.164,-0.013,1.62,0.675,0.459,0,0.277,-0.02,0,,0.0,0,0.077,0,0,0.0,0,0.0012,train
Mid Corporate,LN104762,Borrower-04762,29.8,727.0,13.0,35,-2.56,0,0.641,-0.116,1.22,0.857,0.351,1,0.095,0.0,0,1.83,0.0,0,-0.111,0,0,0.0,0,0.0,train
Retail Secured,LN104763,Borrower-04763,9.0,706.0,-11.0,0,-0.21,0,0.148,-0.189,1.27,0.902,0.248,0,-0.429,-0.034,0,,0.0,0,-0.133,0,0,0.0,0,0.0,train
Retail Secured,LN104764,Borrower-04764,26.4,631.0,-20.0,5,1.49,0,0.636,-0.074,2.01,0.943,0.216,1,-0.218,-0.083,0,,0.0,0,0.041,1,0,0.0,0,0.0003,train
Retail Unsecured,LN104765,Borrower-04765,3.7,707.0,-5.0,15,-0.81,0,0.495,-0.198,1.86,0.911,0.216,2,-0.097,0.0,0,,0.0,1,0.276,0,0,0.0,0,0.002,train
SME,LN104766,Borrower-04766,13.7,631.0,32.0,5,0.0,0,0.317,-0.171,2.04,0.976,0.671,0,0.09,0.0,2,3.25,0.0,0,0.103,0,0,0.196,0,0.0,train
Retail Secured,LN104767,Borrower-04767,21.6,813.0,-10.0,5,0.08,0,0.77,-0.116,1.47,0.774,1.056,1,-0.04,0.029,0,,0.0,0,-0.179,0,0,0.0,0,0.0013,train
Retail Unsecured,LN104768,Borrower-04768,69.7,701.0,-32.0,35,1.59,0,0.16,0.171,1.91,0.881,0.127,0,0.024,0.0,0,,0.867,0,0.087,0,0,0.0,1,0.9818,train
SME,LN104769,Borrower-04769,83.3,602.0,-26.0,35,-1.05,0,0.607,0.156,1.19,0.669,0.064,0,0.311,0.0,0,2.75,0.0,0,0.45,1,1,0.088,1,0.9082,train
SME,LN104770,Borrower-04770,8.5,704.0,9.0,0,-0.9,0,0.738,0.009,1.52,0.984,0.104,1,-0.048,0.0,0,2.1,0.0,0,-0.144,0,0,0.078,0,0.0,train
Retail Secured,LN104771,Borrower-04771,240.7,764.0,-14.0,15,0.51,1,0.457,-0.08,2.07,0.471,0.621,2,-0.22,-0.131,0,,0.0,0,-0.685,0,0,0.0,0,0.0694,train
Retail Unsecured,LN104772,Borrower-04772,28.9,725.0,-37.0,0,0.34,0,0.669,0.097,1.64,0.867,0.272,2,0.453,0.0,0,,0.452,0,0.358,0,0,0.0,0,0.4063,train
Retail Secured,LN104773,Borrower-04773,31.9,665.0,-25.0,15,0.52,1,0.459,0.036,2.11,0.903,0.299,0,-0.409,0.059,0,,0.851,0,-0.189,1,0,0.0,1,0.9686,train
Retail Unsecured,LN104774,Borrower-04774,4.1,678.0,3.0,0,0.32,0,0.308,0.04,1.45,0.759,0.282,0,0.221,0.0,0,,0.0,0,0.146,0,0,0.0,0,0.0,train
Retail Unsecured,LN104775,Borrower-04775,12.4,699.0,14.0,0,-0.12,1,0.558,0.029,1.54,0.923,0.672,1,-0.135,0.0,0,,0.0,0,-0.62,0,0,0.0,0,0.0011,train
Retail Secured,LN104776,Borrower-04776,77.9,691.0,-8.0,15,0.56,0,0.235,0.12,2.2,0.821,0.495,1,0.399,0.105,0,,0.0,0,0.099,0,0,0.0,0,0.0012,train
Retail Unsecured,LN104777,Borrower-04777,29.6,646.0,12.0,15,0.21,0,0.414,-0.063,0.47,0.916,0.243,0,0.048,0.0,0,,0.0,0,0.632,0,0,0.0,0,0.0,train
Retail Unsecured,LN104778,Borrower-04778,27.6,711.0,16.0,0,-0.25,0,0.303,0.016,2.17,0.975,0.091,0,0.201,0.0,0,,0.0,0,-0.07,0,0,0.0,0,0.0,train
SME,LN104779,Borrower-04779,31.5,642.0,-14.0,15,-0.06,0,0.389,0.054,1.75,0.793,0.507,1,0.101,0.0,1,7.33,0.857,0,0.06,0,0,0.0,1,0.9158,train
Retail Unsecured,LN104780,Borrower-04780,5.0,767.0,-2.0,0,-0.54,0,0.256,-0.112,1.68,0.752,0.252,0,-0.173,0.0,0,,0.0,0,0.305,0,0,0.0,0,0.0,train
Microfinance,LN104781,Borrower-04781,22.1,774.0,-11.0,0,-0.71,0,0.627,0.175,0.65,0.894,0.604,1,-0.226,0.0,0,,0.0,0,-0.128,0,0,0.088,0,0.0009,train
Mid Corporate,LN104782,Borrower-04782,115.5,660.0,10.0,15,0.56,0,0.422,-0.094,1.18,0.906,0.278,1,0.121,0.0,0,3.56,0.0,0,-0.191,0,0,0.0,0,0.0003,train
Retail Secured,LN104783,Borrower-04783,81.1,676.0,-11.0,0,-1.31,0,0.365,-0.027,2.05,0.582,0.374,1,-0.271,0.038,0,,0.154,0,0.209,0,0,0.0,0,0.0,train
Microfinance,LN104784,Borrower-04784,21.4,692.0,-22.0,15,0.69,0,0.118,0.015,1.78,0.893,0.304,0,-0.254,0.0,0,,0.0,0,-0.491,0,0,0.0,0,0.0002,train
Mid Corporate,LN104785,Borrower-04785,137.0,713.0,1.0,35,-0.26,0,0.393,-0.017,1.27,0.799,0.13,4,0.073,0.0,0,3.98,0.0,0,-0.213,0,0,0.0,0,0.0091,train
Retail Unsecured,LN104786,Borrower-04786,6.1,729.0,20.0,0,-0.1,0,0.261,-0.134,1.83,0.73,0.365,2,-0.309,0.0,0,,0.0,0,-0.502,0,0,0.0,0,0.0,train
SME,LN104787,Borrower-04787,8.4,740.0,9.0,35,-0.18,0,0.577,0.045,1.32,0.681,0.495,1,0.068,0.0,0,1.56,0.0,1,-0.099,0,1,0.0,1,0.9988,train
Retail Unsecured,LN104788,Borrower-04788,190.6,739.0,18.0,5,0.5,0,0.682,-0.143,1.32,0.711,0.538,0,0.066,0.0,0,,0.0,0,-0.482,0,0,0.0,0,0.0008,train
SME,LN104789,Borrower-04789,46.3,800.0,17.0,5,1.48,0,0.583,0.075,3.08,0.949,0.32,2,0.018,0.0,0,0.2,0.0,0,0.191,0,0,0.0,0,0.0,train
Retail Secured,LN104790,Borrower-04790,17.9,718.0,1.0,0,1.8,0,0.339,0.215,1.28,0.955,0.336,1,-0.202,0.054,0,,0.0,0,0.243,1,0,0.0,0,0.0028,train
Retail Unsecured,LN104791,Borrower-04791,23.1,643.0,-11.0,0,1.05,0,0.301,0.069,0.1,0.942,0.013,1,0.053,0.0,0,,0.0,0,0.079,0,0,0.0,0,0.0114,train
Retail Unsecured,LN104792,Borrower-04792,10.1,626.0,-16.0,0,0.08,0,0.35,-0.05,1.25,0.973,0.443,2,-0.114,0.0,0,,0.0,0,0.11,0,0,0.0,0,0.0001,train
Microfinance,LN104793,Borrower-04793,33.3,805.0,-29.0,0,0.8,0,0.0,0.18,0.69,0.536,0.281,0,-0.051,0.0,0,,0.0,0,0.318,0,0,0.058,0,0.0015,train
Retail Unsecured,LN104794,Borrower-04794,30.5,743.0,21.0,15,-2.02,1,0.596,-0.142,1.13,0.729,0.665,0,0.108,0.0,0,,0.0,0,0.305,0,0,0.0,0,0.0,train
Retail Unsecured,LN104795,Borrower-04795,25.1,726.0,-6.0,0,0.61,0,0.421,-0.066,1.36,0.863,0.195,1,-0.447,0.0,0,,0.0,0,-0.082,0,0,0.0,0,0.0,train
Retail Unsecured,LN104796,Borrower-04796,6.9,740.0,-31.0,0,0.39,0,0.694,0.111,0.9,0.54,0.281,1,0.142,0.0,0,,0.0,0,0.531,0,0,0.0,0,0.0056,train
Retail Secured,LN104797,Borrower-04797,32.8,724.0,22.0,15,-1.54,0,0.86,0.03,2.5,0.702,0.936,0,-0.121,-0.046,0,,0.0,0,0.128,0,0,0.0,0,0.0,train
Mid Corporate,LN104798,Borrower-04798,13.7,739.0,2.0,0,-0.58,0,0.106,0.074,1.44,0.912,0.183,1,0.018,0.0,1,3.54,0.0,0,-0.019,1,0,0.154,0,0.0,train
SME,LN104799,Borrower-04799,8.3,695.0,17.0,0,0.28,0,0.42,-0.096,1.82,0.691,0.274,0,0.416,0.0,0,2.25,0.818,0,-0.477,0,0,0.032,0,0.2565,train
Retail Secured,LN104800,Borrower-04800,98.8,773.0,-5.0,35,0.38,0,0.196,-0.156,1.04,0.863,0.269,3,-0.131,0.082,0,,0.0,0,-0.253,0,0,0.0,0,0.0061,train
Retail Unsecured,LN104801,Borrower-04801,266.9,686.0,-14.0,0,0.96,0,0.684,-0.028,1.34,0.921,0.303,0,-0.102,0.0,0,,0.825,0,-0.218,0,0,0.0,1,0.6614,train
Retail Unsecured,LN104802,Borrower-04802,207.9,665.0,8.0,0,1.67,0,0.079,-0.049,1.56,0.66,0.522,0,-0.235,0.0,0,,0.0,0,0.509,0,0,0.0,0,0.0,train
Retail Secured,LN104803,Borrower-04803,50.2,622.0,10.0,0,-0.15,0,0.317,0.019,1.17,0.944,0.33,1,0.142,-0.005,0,,0.0,0,0.094,0,0,0.0,0,0.0,train
SME,LN104804,Borrower-04804,18.3,702.0,-5.0,0,-1.14,2,0.672,0.108,1.93,0.888,0.413,0,0.177,0.0,0,0.2,0.0,0,-0.291,0,1,0.0,0,0.535,train
SME,LN104805,Borrower-04805,22.7,785.0,24.0,5,0.82,1,0.62,-0.078,1.22,0.956,0.281,0,0.457,0.0,1,1.56,0.0,0,-0.227,0,0,0.0,0,0.0145,train
Retail Secured,LN104806,Borrower-04806,38.3,690.0,17.0,5,1.29,0,0.203,-0.033,1.28,0.934,0.064,0,0.137,-0.073,0,,0.0,0,-0.306,0,0,0.0,0,0.0,train
Retail Secured,LN104807,Borrower-04807,15.5,639.0,10.0,35,1.27,0,0.626,0.045,2.25,0.713,0.388,1,0.059,0.108,0,,0.0,0,-0.074,0,0,0.0,0,0.0089,train
Retail Secured,LN104808,Borrower-04808,104.7,731.0,-20.0,0,0.47,0,0.193,-0.248,2.32,0.802,0.28,1,-0.163,-0.089,0,,0.0,0,-0.103,0,0,0.0,0,0.0,train
Retail Secured,LN104809,Borrower-04809,2.6,679.0,-23.0,0,2.0,0,0.448,0.09,2.44,0.934,0.545,0,0.071,-0.091,0,,0.0,0,0.131,0,0,0.0,0,0.0002,train
Retail Secured,LN104810,Borrower-04810,17.7,800.0,22.0,5,-0.27,0,0.831,-0.226,2.43,0.629,0.156,1,-0.028,0.028,0,,0.0,0,-0.884,1,0,0.0,0,0.0,train
SME,LN104811,Borrower-04811,59.2,774.0,-39.0,0,1.6,0,0.364,-0.123,1.35,0.558,0.024,1,-0.062,0.0,0,4.68,0.0,1,0.02,0,0,0.24,1,0.9877,train
Retail Secured,LN104812,Borrower-04812,9.7,645.0,-2.0,0,-1.16,0,0.253,0.195,1.79,0.962,0.137,1,-0.059,0.055,0,,0.0,0,-0.394,0,0,0.0,0,0.0,train
Microfinance,LN104813,Borrower-04813,18.8,705.0,3.0,0,-2.27,0,0.264,0.055,1.36,0.868,0.055,0,0.224,0.0,0,,0.0,0,-0.114,0,0,0.072,0,0.0,train
Retail Secured,LN104814,Borrower-04814,47.1,673.0,-9.0,5,-1.18,0,0.461,0.094,1.98,0.691,0.995,0,0.145,0.04,0,,0.0,0,0.291,1,0,0.0,0,0.0001,train
Retail Unsecured,LN104815,Borrower-04815,130.3,651.0,-1.0,5,-0.57,0,0.423,-0.107,2.57,0.878,0.241,2,0.248,0.0,0,,0.0,0,0.111,0,0,0.0,0,0.0,train
Retail Unsecured,LN104816,Borrower-04816,5.9,712.0,8.0,0,0.0,0,0.214,-0.067,1.99,0.864,0.363,0,0.015,0.0,0,,0.0,0,-0.254,0,0,0.0,0,0.0,train
Retail Secured,LN104817,Borrower-04817,5.4,760.0,-11.0,0,-0.93,0,0.451,-0.044,2.43,0.926,0.298,1,0.021,0.051,0,,0.0,0,0.09,0,0,0.0,0,0.0,train
Retail Secured,LN104818,Borrower-04818,8.7,711.0,16.0,0,0.13,0,0.237,0.049,1.14,0.689,0.234,1,0.029,-0.115,0,,0.0,0,-0.164,0,0,0.0,0,0.0,train
Retail Secured,LN104819,Borrower-04819,4.5,687.0,10.0,5,0.65,0,0.739,0.084,1.4,0.802,0.488,1,0.194,0.064,0,,0.0,0,0.299,0,0,0.0,0,0.0005,train
SME,LN104820,Borrower-04820,4.9,594.0,-3.0,15,0.35,0,0.051,0.068,2.09,0.988,0.302,0,-0.184,0.0,0,4.59,0.0,0,0.199,0,0,0.0,0,0.0,train
Retail Unsecured,LN104821,Borrower-04821,8.4,678.0,-15.0,0,-0.14,1,0.404,0.016,1.82,0.669,0.123,1,-0.089,0.0,0,,0.0,0,0.123,0,0,0.0,0,0.0003,train
SME,LN104822,Borrower-04822,95.3,745.0,-2.0,15,1.2,0,0.273,0.007,0.69,0.897,0.407,1,0.03,0.0,0,3.05,0.0,0,-0.104,3,0,0.123,1,0.9806,train
SME,LN104823,Borrower-04823,17.4,641.0,38.0,0,-0.8,0,0.397,-0.012,2.5,0.924,0.136,1,-0.073,0.0,0,0.2,0.0,0,0.008,0,0,0.0,0,0.0,train
Retail Secured,LN104824,Borrower-04824,25.4,786.0,-14.0,5,-0.24,0,0.573,-0.051,1.46,0.435,0.397,1,-0.422,-0.137,0,,0.0,0,0.27,1,0,0.0,0,0.0,train
Retail Secured,LN104825,Borrower-04825,8.6,683.0,28.0,0,-0.55,1,0.605,-0.178,1.09,0.712,0.181,1,-0.235,-0.08,0,,0.0,0,-0.03,0,0,0.0,0,0.0,train
Retail Unsecured,LN104826,Borrower-04826,49.2,726.0,-32.0,5,0.65,0,0.762,-0.059,1.2,0.984,0.301,0,0.015,0.0,0,,0.0,0,0.151,0,0,0.0,0,0.0025,train
Retail Secured,LN104827,Borrower-04827,193.1,693.0,-15.0,35,-0.43,0,0.063,0.2,1.67,0.742,0.036,0,0.241,-0.034,0,,0.0,1,0.437,0,0,0.0,0,0.0216,train
SME,LN104828,Borrower-04828,9.2,650.0,-10.0,0,0.4,1,0.118,-0.035,1.41,0.417,0.02,1,-0.44,0.0,0,4.7,0.0,0,-0.023,0,0,0.0,0,0.0003,train
Mid Corporate,LN104829,Borrower-04829,163.6,739.0,17.0,15,0.82,1,0.281,-0.04,2.17,0.905,0.346,0,0.189,0.0,1,4.94,0.0,0,-0.342,0,0,0.0,0,0.0012,train
Retail Secured,LN104830,Borrower-04830,36.6,682.0,1.0,0,-0.51,0,0.594,-0.032,2.0,0.713,0.035,0,0.183,0.043,0,,0.0,0,-0.023,0,0,0.0,0,0.0,train
Retail Unsecured,LN104831,Borrower-04831,25.0,669.0,24.0,0,-1.6,1,0.249,-0.059,1.39,0.997,0.215,0,-0.137,0.0,0,,0.0,0,0.052,0,0,0.0,0,0.0,train
SME,LN104832,Borrower-04832,38.1,584.0,-6.0,5,-0.23,0,0.368,-0.034,1.31,0.786,0.329,1,0.172,0.0,1,0.28,0.0,1,-0.524,1,0,0.086,1,0.9821,train
SME,LN104833,Borrower-04833,37.7,787.0,-1.0,0,-0.8,0,0.685,-0.104,2.83,0.971,0.441,0,0.217,0.0,0,3.75,0.0,0,0.273,0,0,0.0,0,0.0,train
Retail Unsecured,LN104834,Borrower-04834,189.2,715.0,-6.0,5,-0.64,1,0.629,0.015,1.69,0.871,0.125,0,0.167,0.0,0,,0.0,0,-0.172,0,0,0.0,0,0.0002,train
Mid Corporate,LN104835,Borrower-04835,43.5,776.0,36.0,0,-2.47,1,0.146,0.079,2.35,0.968,0.478,3,-0.6,0.0,0,2.17,0.0,0,-0.151,1,0,0.172,0,0.0,train
Retail Unsecured,LN104836,Borrower-04836,44.5,749.0,-20.0,0,-1.62,1,0.216,-0.114,1.98,0.898,0.237,1,0.225,0.0,0,,0.0,0,-0.071,1,0,0.0,0,0.0001,train
Retail Unsecured,LN104837,Borrower-04837,15.4,776.0,-9.0,0,0.8,0,0.288,0.092,2.11,0.925,1.028,1,-0.019,0.0,0,,0.0,0,-0.041,0,0,0.0,0,0.0001,train
Retail Unsecured,LN104838,Borrower-04838,61.7,684.0,-18.0,0,-0.94,0,0.252,0.042,1.04,0.728,0.357,1,0.152,0.0,0,,0.0,0,0.054,0,0,0.0,0,0.0,train
Retail Unsecured,LN104839,Borrower-04839,8.6,640.0,10.0,15,1.16,0,0.343,-0.15,1.45,0.616,0.68,0,-0.291,0.0,0,,0.0,0,0.39,0,0,0.0,0,0.0,train
Mid Corporate,LN104840,Borrower-04840,27.7,757.0,-21.0,5,-0.72,0,0.643,0.107,1.94,0.793,0.227,0,-0.108,0.0,0,3.38,0.0,0,-0.023,0,0,0.012,0,0.0,train
Retail Secured,LN104841,Borrower-04841,585.0,722.0,33.0,0,0.49,0,0.647,0.035,0.88,0.643,0.068,1,0.138,0.034,0,,0.0,0,-0.251,0,0,0.0,0,0.0001,train
Retail Unsecured,LN104842,Borrower-04842,1.6,689.0,1.0,15,-0.25,0,0.742,-0.12,1.37,0.897,0.251,1,-0.09,0.0,0,,0.0,0,-0.387,1,0,0.0,0,0.0018,train
Retail Secured,LN104843,Borrower-04843,31.7,756.0,7.0,0,0.65,1,0.253,-0.033,1.55,0.734,0.013,1,0.371,-0.027,0,,0.0,0,-0.426,0,0,0.0,0,0.001,train
Retail Secured,LN104844,Borrower-04844,33.1,732.0,8.0,5,-0.25,0,0.409,0.117,1.17,0.995,0.219,0,-0.059,-0.085,0,,0.0,0,-0.152,0,0,0.0,0,0.0,train
Retail Unsecured,LN104845,Borrower-04845,19.1,750.0,-0.0,35,0.21,2,0.302,0.014,0.84,0.947,0.468,4,-0.061,0.0,0,,0.0,0,-0.09,0,0,0.0,1,0.8621,train
Retail Unsecured,LN104846,Borrower-04846,19.6,659.0,2.0,5,1.23,0,0.328,-0.062,2.15,0.835,0.043,0,0.349,0.0,0,,0.0,0,-0.381,0,0,0.0,0,0.0001,train
SME,LN104847,Borrower-04847,27.1,769.0,2.0,5,0.47,0,0.499,0.025,1.69,0.416,0.406,1,0.205,0.0,0,5.43,0.0,0,-0.363,0,0,0.0,0,0.006,train
Retail Unsecured,LN104848,Borrower-04848,18.6,715.0,9.0,0,-0.69,0,0.205,-0.074,2.8,0.912,0.359,0,0.374,0.0,0,,0.681,0,0.329,1,0,0.0,0,0.0,train
SME,LN104849,Borrower-04849,31.3,775.0,-15.0,0,-1.87,0,0.196,-0.033,1.92,0.985,0.108,1,-0.182,0.0,0,1.67,0.0,1,-0.217,0,0,0.236,0,0.0002,train
Retail Unsecured,LN104850,Borrower-04850,14.3,768.0,-18.0,0,-0.11,1,0.542,-0.006,1.79,0.574,0.222,2,-0.17,0.0,0,,0.0,0,-0.064,1,0,0.0,0,0.0086,train
SME,LN104851,Borrower-04851,226.9,753.0,15.0,0,0.43,0,0.141,0.192,1.53,0.7,0.103,0,0.11,0.0,0,5.29,0.0,0,0.16,0,0,0.0,0,0.0,train
SME,LN104852,Borrower-04852,18.6,709.0,-0.0,35,0.15,2,0.137,-0.092,1.35,0.969,1.085,2,-0.277,0.0,1,3.65,0.0,0,-0.462,0,0,0.283,1,0.9641,train
Retail Unsecured,LN104853,Borrower-04853,45.9,754.0,-36.0,0,-0.88,0,0.256,0.141,2.44,0.812,0.144,0,0.205,0.0,0,,0.0,0,-0.768,0,0,0.0,0,0.0001,train
Retail Unsecured,LN104854,Borrower-04854,11.8,776.0,-9.0,35,0.15,2,0.209,-0.325,1.94,0.556,0.092,0,-0.007,0.0,0,,0.0,0,0.311,0,0,0.0,0,0.0007,train
Microfinance,LN104855,Borrower-04855,68.5,748.0,28.0,5,0.66,0,0.75,-0.019,1.67,0.734,0.99,1,0.371,0.0,0,,0.0,0,0.005,0,0,0.0,0,0.0047,train
Retail Secured,LN104856,Borrower-04856,55.0,726.0,-3.0,15,1.39,0,0.386,0.037,1.94,0.949,0.513,0,0.035,-0.053,0,,0.875,0,-0.616,0,0,0.0,1,0.8673,train
SME,LN104857,Borrower-04857,38.9,754.0,-10.0,35,-0.23,0,0.372,0.099,1.86,0.698,0.56,0,0.099,0.0,0,3.69,0.0,0,0.56,0,0,0.0,0,0.0,train
Retail Unsecured,LN104858,Borrower-04858,7.9,686.0,-27.0,0,2.46,0,0.238,0.059,1.51,0.938,0.184,4,0.138,0.0,0,,0.0,0,-0.33,0,0,0.0,1,0.3944,train
Retail Unsecured,LN104859,Borrower-04859,10.7,798.0,-10.0,0,1.45,0,0.777,-0.33,1.49,0.662,0.198,1,0.001,0.0,0,,0.0,0,-0.18,0,0,0.0,0,0.0008,train
Retail Secured,LN104860,Borrower-04860,156.8,622.0,-21.0,15,0.17,1,0.196,0.148,1.22,0.989,0.188,0,-0.088,-0.086,0,,0.0,0,0.007,1,0,0.0,0,0.0099,train
Mid Corporate,LN104861,Borrower-04861,10.6,717.0,8.0,0,0.26,0,0.359,-0.121,1.76,0.934,0.168,0,-0.6,0.0,0,3.75,0.0,0,0.056,1,0,0.0,0,0.0,train
Retail Unsecured,LN104862,Borrower-04862,49.6,693.0,1.0,0,1.39,0,0.74,-0.105,1.67,0.654,0.361,0,-0.063,0.0,0,,0.195,0,-0.446,0,0,0.0,0,0.0185,train
SME,LN104863,Borrower-04863,8.7,680.0,-7.0,0,-0.96,0,0.208,-0.189,0.1,0.676,0.305,0,0.185,0.0,0,5.22,0.0,0,-0.014,0,1,0.0,0,0.0173,train
SME,LN104864,Borrower-04864,74.4,732.0,-14.0,35,-0.8,0,0.235,0.065,1.18,0.928,0.488,0,-0.015,0.0,1,7.07,0.0,0,0.194,1,0,0.0,0,0.0015,train
Retail Unsecured,LN104865,Borrower-04865,11.5,653.0,27.0,0,-1.29,0,0.02,0.053,2.44,0.935,0.131,0,0.236,0.0,0,,0.0,0,-0.131,0,0,0.0,0,0.0,train
